KEGG_ID,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,pathway_7,pathway_8,pathway_9,pathway_10
C00630,map00280,map00360,map00522,map01063,map01100,map01110,map01130,,,
C00631,,,,,,,,,,
C00632,map00380,map00627,map01100,map01120,,,,,,
C00633,map00363,map00623,map00627,map01061,map01100,map01120,,,,
C00634,map00531,map01100,map05144,,,,,,,
C00635,,,,,,,,,,
C00636,map00051,map00520,map01059,map01100,map01110,map01130,,,,
C00637,map00380,map01100,,,,,,,,
C00638,map00062,map00071,map01110,map04920,,,,,,
C00639,map00590,map01100,map04072,map04080,map04726,map04913,map04921,map04976,,
C00640,map00062,,,,,,,,,
C00641,map00561,map00562,map00564,map01100,map01110,map04070,map04730,,,
C00642,map00350,map00360,map01120,map01220,,,,,,
C00643,map00380,map01063,map01100,map04726,,,,,,
C00644,map00051,map02060,,,,,,,,
C00645,map00520,map01100,,,,,,,,
C00647,map00750,map01100,map04977,,,,,,,
C00650,,,,,,,,,,
C00651,map00660,,,,,,,,,
C00652,,,,,,,,,,
C00653,,,,,,,,,,
C00655,map00230,map01060,map01065,map01100,map01110,,,,,
C00658,map00062,,,,,,,,,
C00659,,,,,,,,,,
C00661,,,,,,,,,,
C00662,,,,,,,,,,
C00663,map00500,,,,,,,,,
C00664,map00670,map01100,,,,,,,,
C00665,map00051,map04152,map04922,map05230,,,,,,
C00666,,,,,,,,,,
C00667,,,,,,,,,,
C00668,,,,,,,,,,
C00669,map00480,map01100,map04216,,,,,,,
C00670,map00564,map00565,map05231,,,,,,,
C00671,map00280,map00290,map00966,map01100,map01110,map01130,map01210,map01230,,
C00672,map00030,map00240,,,,,,,,
C00673,map00030,,,,,,,,,
C00674,map00140,map00984,map01120,,,,,,,
C00675,,,,,,,,,,
C00676,,,,,,,,,,
C00677,,,,,,,,,,
C00679,map00053,map01100,,,,,,,,
C00680,,,,,,,,,,
C00681,map00561,map00564,map01100,map01110,map04072,map04540,map04810,map04975,map04977,map05200
C00682,map00361,map00362,map01100,map01120,map01220,,,,,
C00683,,,,,,,,,,
C00684,map00053,map01100,,,,,,,,
C00685,,,,,,,,,,
C00686,,,,,,,,,,
C00688,map00521,map00523,map01130,,,,,,,
C00689,map00500,map01100,map02060,map04723,,,,,,
C00691,map00521,map00562,map01100,map01120,map01130,,,,,
C00692,map00471,map00550,map01100,,,,,,,
C00693,,,,,,,,,,
C00694,,,,,,,,,,
C00695,map00120,map00121,map01100,map04976,,,,,,
C00696,map00590,map01100,map04080,map04664,map04726,map05143,map05310,,,
C00697,map00910,map01100,map01120,map02020,map02060,,,,,
C00698,map04024,map04152,map04727,map04740,map04924,map04960,map04964,map04966,map04970,map04971
C00700,map00230,,,,,,,,,
C00701,,,,,,,,,,
C00703,,,,,,,,,,
C00704,map04066,map04212,map04626,map04940,map05012,map05014,map05200,map05225,map05230,map05418
C00705,map00240,map01100,,,,,,,,
C00706,,,,,,,,,,
C00707,map04973,,,,,,,,,
C00708,map04918,,,,,,,,,
C00711,,,,,,,,,,
C00712,map00061,map00073,map01040,map01060,map04212,,,,,
C00713,,,,,,,,,,
C00714,map00040,map00520,map01100,map04973,,,,,,
C00715,,,,,,,,,,
C00716,map02030,,,,,,,,,
C00717,,,,,,,,,,
C00718,map00500,map01100,map01110,,,,,,,
C00719,map00260,map01100,map02010,,,,,,,
C00720,,,,,,,,,,
C00721,map00500,map01100,,,,,,,,
C00722,,,,,,,,,,
C00723,,,,,,,,,,
C00725,,,,,,,,,,
C00726,map00910,,,,,,,,,
C00727,,,,,,,,,,
C00729,map00960,map01064,map01100,map01110,,,,,,
C00732,,,,,,,,,,
C00734,map00520,map01100,,,,,,,,
C00735,map00140,map01100,map04080,map04927,map04934,map04960,map04976,map05200,map05215,map07225
C00736,,,,,,,,,,
C00737,,,,,,,,,,
C00738,,,,,,,,,,
C00739,map00310,,,,,,,,,
C00740,map00260,map01100,map01502,map04742,,,,,,
C00741,map00650,,,,,,,,,
C00742,,,,,,,,,,
C00744,map00522,map01130,,,,,,,,
C00745,map00960,map00980,map01064,map01100,map01110,map04714,map05033,,,
C00746,map04024,map04080,,,,,,,,
C00747,,,,,,,,,,
C00748,map00860,map01100,map01110,,,,,,,
C00750,map00330,map00410,map00480,map01100,map04976,,,,,
C00751,map00100,map00909,map01060,map01062,map01066,map01070,map01100,map01110,map01130,
C00752,map04072,map04611,map05200,,,,,,,
C00753,map02010,,,,,,,,,
C00755,map00360,map00627,map01061,map01063,map01100,map01110,map01120,,,
C00756,,,,,,,,,,
C00757,map00950,map01063,map01110,map04152,,,,,,
C00758,map01061,,,,,,,,,
C00759,,,,,,,,,,
C00760,map00500,map01100,map04973,,,,,,,
C00761,map00940,,,,,,,,,
C00762,map00140,map01100,map04960,map05200,map05215,map07225,,,,
C00763,map00330,map01100,,,,,,,,
C00764,,,,,,,,,,
C00765,,,,,,,,,,
C00766,map01060,,,,,,,,,
C00768,,,,,,,,,,
C00770,,,,,,,,,,
C00771,,,,,,,,,,
C00772,,,,,,,,,,
C00773,,,,,,,,,,
C00774,map00941,map01110,,,,,,,,
C00775,,,,,,,,,,
C00777,map00830,map01100,map04659,map04672,map05200,map05222,map05223,map05226,,
C00778,map00830,,,,,,,,,
C00779,,,,,,,,,,
C00780,map00380,map01063,map01100,map04024,map04080,map04540,map04721,map04726,map04742,map04750
C00783,map00960,map01064,map01100,map01110,,,,,,
C00785,map00340,map01100,,,,,,,,
C00786,map00943,map01110,,,,,,,,
C00787,,,,,,,,,,
C00788,map00350,map01100,map02020,map02024,map04024,map04080,map04261,map04923,map04924,
C00789,map00040,map00515,map01100,,,,,,,
C00791,,,,,,,,,,
C00792,map00472,map01100,,,,,,,,
C00793,map00270,,,,,,,,,
C00794,map00051,map00052,map01100,map02010,map02060,,,,,
C00795,map00052,,,,,,,,,
C00796,,,,,,,,,,
C00797,,,,,,,,,,
C00798,map00630,map01100,,,,,,,,
C00799,,,,,,,,,,
C00800,,,,,,,,,,
C00801,,,,,,,,,,
C00802,map00230,map01120,,,,,,,,
C00803,,,,,,,,,,
C00804,map00410,map00640,,,,,,,,
C00805,map00360,map00621,map00624,map00626,map01053,map01061,map01070,map01100,map01110,map01120
C00806,,,,,,,,,,
C00807,,,,,,,,,,
C00808,map00902,map01110,map04750,,,,,,,
C00809,map04750,,,,,,,,,
C00810,map00650,map00660,,,,,,,,
C00811,map00130,map00350,map00360,map00940,map00950,map01061,map01100,map01110,map01220,
C00812,,,,,,,,,,
C00813,map00240,,,,,,,,,
C00814,map00943,map01061,map01110,,,,,,,
C00815,,,,,,,,,,
C00816,,,,,,,,,,
C00817,map00040,map01100,,,,,,,,
C00818,map00053,map01100,,,,,,,,
C00819,map00471,map01100,,,,,,,,
C00820,,,,,,,,,,
C00821,,,,,,,,,,
C00822,map00350,map00965,map01100,,,,,,,
C00823,map00071,,,,,,,,,
C00824,,,,,,,,,,
C00825,map00524,map01130,,,,,,,,
C00826,map00400,map01100,map01110,map01230,,,,,,
C00827,map00640,map00643,map01100,map01120,,,,,,
C00828,map00130,map01100,map01110,map02020,map04977,,,,,
C00829,map00626,map00980,map01100,map01120,map01220,map07114,,,,
C00830,,,,,,,,,,
C00831,map00332,map00770,map01130,,,,,,,
C00832,map00524,map01130,,,,,,,,
C00835,map00790,map01100,,,,,,,,
C00836,map00600,map01100,map04071,,,,,,,
C00837,,,,,,,,,,
C00839,,,,,,,,,,
C00840,,,,,,,,,,
C00841,map01061,,,,,,,,,
C00842,map00521,map00523,map00525,map01055,map01130,,,,,
C00843,map00902,map01110,,,,,,,,
C00844,map00460,map01110,,,,,,,,
C00845,map00365,map01120,,,,,,,,
C00846,map00362,map01100,map01120,map01220,,,,,,
C00847,map00750,map01100,map01120,,,,,,,
C00848,map00902,map01110,,,,,,,,
C00849,,,,,,,,,,
C00850,,,,,,,,,,
C00852,map00940,map00941,map00945,map01110,,,,,,
C00853,map00860,map01100,,,,,,,,
C00854,map00930,map01120,map01220,,,,,,,
C00855,map02010,,,,,,,,,
C00856,,,,,,,,,,
C00857,map00760,map01100,,,,,,,,
C00858,map00943,map01061,map01110,,,,,,,
C00859,map00904,map01062,map01070,map01100,map01110,map04075,,,,
C00860,map00340,map01100,map01110,map01230,,,,,,
C00861,map00051,map01120,,,,,,,,
C00862,map00680,map01100,map01120,,,,,,,
C00863,,,,,,,,,,
C00864,map00410,map00770,map01100,map01110,map04977,,,,,
C00865,map02010,map04975,map04976,map04979,,,,,,
C00868,map04122,,,,,,,,,
C00869,,,,,,,,,,
C00870,map00627,map01120,,,,,,,,
C00871,,,,,,,,,,
C00872,,,,,,,,,,
C00873,map04614,map04924,,,,,,,,
C00875,,,,,,,,,,
C00876,map00680,map01100,map01120,,,,,,,
C00877,,,,,,,,,,
C00878,,,,,,,,,,
C00879,map00053,,,,,,,,,
C00880,,,,,,,,,,
C00881,map00240,,,,,,,,,
C00882,map00770,map01100,,,,,,,,
C00883,,,,,,,,,,
C00884,map00330,,,,,,,,,
C00885,map00130,map01053,map01061,map01070,map01100,map01110,map01130,,,
C00886,map00970,,,,,,,,,
C00887,map00910,map01120,,,,,,,,
C00888,map00630,,,,,,,,,
C00889,,,,,,,,,,
C00891,,,,,,,,,,
C00892,,,,,,,,,,
C00893,,,,,,,,,,
C00894,,,,,,,,,,
C00895,,,,,,,,,,
C00896,,,,,,,,,,
C00897,,,,,,,,,,
C00898,map00630,,,,,,,,,
C00899,map00830,,,,,,,,,
C00900,map00770,,,,,,,,,
C00902,,,,,,,,,,
C00903,map00940,map01060,map01100,map01110,map04750,,,,,
C00904,,,,,,,,,,
C00905,map00040,map01100,,,,,,,,
C00906,,,,,,,,,,
C00908,map00524,map01130,,,,,,,,
C00909,map00590,map01100,map04726,map07034,,,,,,
C00911,,,,,,,,,,
C00912,,,,,,,,,,
C00913,,,,,,,,,,
C00915,,,,,,,,,,
C00916,map00311,map01100,map01130,map07012,map07013,,,,,
C00917,,,,,,,,,,
C00918,,,,,,,,,,
C00919,map02010,,,,,,,,,
C00920,,,,,,,,,,
C00921,map00790,map01100,,,,,,,,
C00922,map00760,map01120,,,,,,,,
C00923,,,,,,,,,,
C00924,,,,,,,,,,
C00925,map00531,map01100,map05205,map05418,,,,,,
C00927,map00261,map01130,,,,,,,,
C00928,,,,,,,,,,
C00929,,,,,,,,,,
C00930,,,,,,,,,,
C00931,map00860,map01100,map01110,map01120,,,,,,
C00933,map00940,,,,,,,,,
C00934,,,,,,,,,,
C00935,map00520,map01100,,,,,,,,
C00936,,,,,,,,,,
C00937,map00620,,,,,,,,,
C00938,,,,,,,,,,
C00939,,,,,,,,,,
C00940,map00250,,,,,,,,,
C00941,,,,,,,,,,
C00942,map00230,map04022,map04270,map04540,map04611,map04713,map04714,map04730,map04740,map04744
C00943,,,,,,,,,,
C00944,,,,,,,,,,
C00946,,,,,,,,,,
C00949,,,,,,,,,,
C00950,,,,,,,,,,
C00951,map00140,map01100,map01522,map04714,map04913,map04915,map04917,map04961,map05200,map05215
C00952,,,,,,,,,,
C00954,map00380,map01070,map01100,map04075,,,,,,
C00955,map00380,,,,,,,,,
C00956,,,,,,,,,,
C00957,map00270,map01100,,,,,,,,
C00958,map00565,map01100,,,,,,,,
C00959,,,,,,,,,,
C00960,,,,,,,,,,
C00961,map00254,map01130,,,,,,,,
C00962,,,,,,,,,,
C00963,map00500,,,,,,,,,
C00964,map00902,map00903,map01110,,,,,,,
C00965,map00500,map04625,,,,,,,,
C00966,map00770,map01100,map01110,,,,,,,
C00968,,,,,,,,,,
C00969,map00561,,,,,,,,,
C00971,map00750,map01120,,,,,,,,
C00972,,,,,,,,,,
C00973,map00500,map02010,,,,,,,,
C00974,map00941,map01061,map01100,map01110,,,,,,
C00975,map00630,,,,,,,,,
C00976,map00051,map00520,,,,,,,,
C00977,,,,,,,,,,
C00978,map00380,map01100,,,,,,,,
C00979,map00270,map00908,map00920,map00999,map01100,map01110,map01120,map01130,map01200,map01230
C00980,,,,,,,,,,
C00982,,,,,,,,,,
C00984,,,,,,,,,,
C00985,,,,,,,,,,
C00986,map00260,map00330,map00410,map01120,,,,,,
C00988,map00630,map01100,map01110,map01130,map01200,,,,,
C00989,map00650,map00720,map01100,map01120,map01200,,,,,
C00990,map00310,,,,,,,,,
C00991,,,,,,,,,,
C00992,map00860,map01100,,,,,,,,
C00993,map00473,map00550,map01100,map01502,,,,,,
C00994,,,,,,,,,,
C00995,,,,,,,,,,
C00996,map00520,,,,,,,,,
C00997,,,,,,,,,,
C00998,,,,,,,,,,
C00999,map00520,,,,,,,,,
C01000,,,,,,,,,,
C01001,map00680,map01100,map01120,map01200,,,,,,
C01002,,,,,,,,,,
C01003,,,,,,,,,,
C01004,map00760,,,,,,,,,
C01005,map00260,map00270,map00680,map00970,map01100,map01120,map01130,map01200,map01230,
C01007,map00740,map01100,,,,,,,,
C01008,,,,,,,,,,
C01009,,,,,,,,,,
C01010,map00220,map00791,map01100,map01120,,,,,,
C01011,map00660,map00720,map01100,map01120,map01200,,,,,
C01012,,,,,,,,,,
C01013,,,,,,,,,,
C01014,,,,,,,,,,
C01015,,,,,,,,,,
C01016,,,,,,,,,,
C01017,,,,,,,,,,
C01018,,,,,,,,,,
C01019,map00051,map00520,map01100,map01120,map02020,map02024,map04625,,,
C01020,map00760,map01120,,,,,,,,
C01021,,,,,,,,,,
C01022,,,,,,,,,,
C01023,,,,,,,,,,
C01024,map00860,map01100,map01110,map01120,,,,,,
C01025,,,,,,,,,,
C01026,map00260,map01100,,,,,,,,
C01028,map00310,map01120,,,,,,,,
C01029,,,,,,,,,,
C01031,map00680,map01120,,,,,,,,
C01032,,,,,,,,,,
C01033,map00522,map01130,,,,,,,,
C01034,,,,,,,,,,
C01035,map00330,map01100,,,,,,,,
C01036,map00350,map00643,map01100,map01120,,,,,,
C01037,,,,,,,,,,
C01040,map00053,map01100,,,,,,,,
C01041,map00053,map01100,,,,,,,,
C01042,map00250,map01100,,,,,,,,
C01043,map00330,map01100,,,,,,,,
C01044,map00340,,,,,,,,,
C01045,map00340,,,,,,,,,
C01046,map00680,map01120,,,,,,,,
C01047,,,,,,,,,,
C01048,,,,,,,,,,
C01050,map00471,map00520,map00550,map01100,,,,,,
C01051,map00860,map01100,map01110,map01120,,,,,,
C01053,map00770,,,,,,,,,
C01054,map00100,map00909,map01060,map01062,map01070,map01100,map01110,map01130,,
C01056,,,,,,,,,,
C01058,,,,,,,,,,
C01059,,,,,,,,,,
C01060,map00350,map01100,map04918,,,,,,,
C01061,map00350,map00643,map01100,map01120,,,,,,
C01062,,,,,,,,,,
C01063,,,,,,,,,,
C01064,,,,,,,,,,
C01066,,,,,,,,,,
C01067,,,,,,,,,,
C01068,map00040,map00515,map01100,,,,,,,
C01069,map00966,map01110,map01210,,,,,,,
C01070,,,,,,,,,,
C01071,,,,,,,,,,
C01073,map00410,,,,,,,,,
C01074,map05146,,,,,,,,,
C01075,,,,,,,,,,
C01076,,,,,,,,,,
C01077,map00270,map01100,map01130,,,,,,,
C01078,,,,,,,,,,
C01079,map00860,map01100,map01110,,,,,,,
C01080,map00680,map01100,map01120,,,,,,,
C01081,map00730,map01100,,,,,,,,
C01083,map00500,map01100,map01110,map02010,map02060,,,,,
C01086,,,,,,,,,,
C01087,,,,,,,,,,
C01088,map00770,,,,,,,,,
C01089,map00072,map00650,map01100,map04024,,,,,,
C01090,,,,,,,,,,
C01091,map00901,map01110,,,,,,,,
C01092,,,,,,,,,,
C01093,,,,,,,,,,
C01094,map00051,map00400,map01100,map01120,map02060,,,,,
C01095,,,,,,,,,,
C01096,map00051,map02060,,,,,,,,
C01097,map00052,map01100,,,,,,,,
C01099,map00051,map01120,,,,,,,,
C01100,map00340,map01100,map01110,map01230,,,,,,
C01101,map00040,map00053,map01100,map01120,,,,,,
C01102,map00260,map01100,map01110,map01120,map01230,,,,,
C01103,map00240,map01100,,,,,,,,
C01104,map00680,map01120,map02020,,,,,,,
C01107,,,,,,,,,,
C01108,map00627,map01120,map07216,,,,,,,
C01109,map00660,,,,,,,,,
C01110,map00330,map00472,map01100,,,,,,,
C01111,map00380,,,,,,,,,
C01112,map00540,map01100,,,,,,,,
C01113,map00052,map01100,map02060,,,,,,,
C01114,map00053,map01100,,,,,,,,
C01115,map00053,map01100,map01110,,,,,,,
C01117,,,,,,,,,,
C01118,map00270,map00920,map01100,map01110,map01230,,,,,
C01119,,,,,,,,,,
C01120,map00600,map04080,,,,,,,,
C01121,map00521,map01130,,,,,,,,
C01122,,,,,,,,,,
C01123,map00902,map01110,,,,,,,,
C01124,map00140,map01100,map04925,,,,,,,
C01125,,,,,,,,,,
C01126,map00900,map00909,map00981,map01110,map01130,,,,,
C01127,map00630,,,,,,,,,
C01131,map00051,map01120,,,,,,,,
C01132,map00052,map02060,,,,,,,,
C01133,,,,,,,,,,
C01134,map00332,map00770,map01100,map01130,,,,,,
C01135,,,,,,,,,,
C01136,,,,,,,,,,
C01137,,,,,,,,,,
C01138,map00521,map01130,,,,,,,,
C01139,,,,,,,,,,
C01140,,,,,,,,,,
C01141,,,,,,,,,,
C01142,map00310,,,,,,,,,
C01143,,,,,,,,,,
C01144,map00071,map00310,map00362,map00380,map00627,map00650,map00720,map01100,map01120,map01130
C01146,map00053,map00630,map01100,,,,,,,
C01147,map00930,map01120,,,,,,,,
C01149,map00310,,,,,,,,,
C01151,map00030,map00440,,,,,,,,
C01152,map00340,,,,,,,,,
C01153,map02010,,,,,,,,,
C01155,map00944,,,,,,,,,
C01156,map00944,,,,,,,,,
C01157,map00330,map01100,,,,,,,,
C01158,map01061,,,,,,,,,
C01159,map00010,map01100,,,,,,,,
C01161,map00350,map01100,map01120,map01220,map04728,map05030,map05031,map05034,,
C01162,,,,,,,,,,
C01163,map00362,map00624,map01100,map01120,map01220,,,,,
C01164,map00100,map00981,map01100,,,,,,,
C01165,map00330,map00332,map01100,map01110,map01130,map01230,,,,
C01166,,,,,,,,,,
C01167,,,,,,,,,,
C01168,map00240,,,,,,,,,
C01169,,,,,,,,,,
C01170,map00520,map01100,,,,,,,,
C01171,,,,,,,,,,
C01172,,,,,,,,,,
C01173,,,,,,,,,,
C01175,map00940,,,,,,,,,
C01176,map00140,map01100,map04913,map04927,map04934,,,,,
C01177,map00562,map02010,map04070,,,,,,,
C01179,map00130,map00261,map00350,map00400,map00401,map00950,map01055,map01060,map01063,map01100
C01180,,,,,,,,,,
C01181,map00310,map02010,,,,,,,,
C01182,map00630,map00710,map01100,map01110,map01120,map01130,map01200,,,
C01183,,,,,,,,,,
C01185,map00760,map01100,,,,,,,,
C01186,map00310,,,,,,,,,
C01187,map00540,map01100,,,,,,,,
C01188,,,,,,,,,,
C01189,map00100,map01100,,,,,,,,
C01190,map00600,map01100,,,,,,,,
C01191,,,,,,,,,,
C01192,,,,,,,,,,
C01194,map00562,map00563,map00564,map00571,map01100,map04070,map04136,map04138,map04140,map05152
C01196,,,,,,,,,,
C01197,map00940,map01061,map01100,map01110,map01220,,,,,
C01198,map00360,map00624,map01120,,,,,,,
C01199,,,,,,,,,,
C01200,,,,,,,,,,
C01201,,,,,,,,,,
C01203,map00061,map01040,map01212,,,,,,,
C01204,map00562,map01100,map04070,,,,,,,
C01205,map00240,map00280,map01100,,,,,,,
C01207,map00350,,,,,,,,,
C01209,,,,,,,,,,
C01210,map00564,,,,,,,,,
C01211,map00310,,,,,,,,,
C01212,map00471,map00550,map01100,,,,,,,
C01213,,,,,,,,,,
C01214,map00521,map01130,,,,,,,,
C01215,map00750,map01120,,,,,,,,
C01216,,,,,,,,,,
C01217,map00680,map00790,map01120,map01200,,,,,,
C01218,map00030,map01100,map01120,,,,,,,
C01219,map00520,,,,,,,,,
C01220,map00562,map01100,map04070,,,,,,,
C01221,map00521,map01130,,,,,,,,
C01222,map00051,map00520,map01100,,,,,,,
C01223,,,,,,,,,,
C01225,,,,,,,,,,
C01226,map00592,map01100,map01110,,,,,,,
C01227,map00140,map00984,map01100,map01120,map04913,map05200,map05215,,,
C01228,map00230,map02026,,,,,,,,
C01229,,,,,,,,,,
C01230,map00130,map00900,map01110,,,,,,,
C01231,map00500,,,,,,,,,
C01233,map00564,map00565,,,,,,,,
C01234,map00270,map01060,map01070,map01100,map01110,,,,,
C01235,map00052,,,,,,,,,
C01236,,,,,,,,,,
C01239,,,,,,,,,,
C01240,,,,,,,,,,
C01241,map00564,map01100,map01110,,,,,,,
C01242,map00260,map01100,,,,,,,,
C01243,map00562,map01100,map04070,,,,,,,
C01244,,,,,,,,,,
C01245,map00562,map01100,map04010,map04012,map04014,map04020,map04022,map04024,map04062,map04064
C01246,map00510,map01100,,,,,,,,
C01247,,,,,,,,,,
C01249,map00380,,,,,,,,,
C01250,map00220,map00330,map01100,map01110,map01130,map01210,map01230,,,
C01251,,,,,,,,,,
C01252,map00380,map01100,,,,,,,,
C01253,,,,,,,,,,
C01255,map00930,map01120,,,,,,,,
C01256,,,,,,,,,,
C01259,map00310,,,,,,,,,
C01260,map00230,,,,,,,,,
C01261,map00230,,,,,,,,,
C01262,map00340,map00410,map01100,,,,,,,
C01263,map00943,map01110,,,,,,,,
C01264,map00565,map01100,,,,,,,,
C01265,map00944,,,,,,,,,
C01266,,,,,,,,,,
C01267,map00340,map01100,map01110,map01230,,,,,,
C01268,map00740,map01100,map01110,,,,,,,
C01269,,,,,,,,,,
C01270,map00750,map01120,,,,,,,,
C01271,,,,,,,,,,
C01272,map00562,map01100,map04070,,,,,,,
C01273,map00621,map01100,map01120,map01220,,,,,,
C01274,map00680,map01100,map01120,map01200,,,,,,
C01275,,,,,,,,,,
C01277,map00562,map01100,map04070,map05134,,,,,,
C01278,map00362,map01100,map01120,map01220,,,,,,
C01279,map00730,map01100,map02010,,,,,,,
C01280,,,,,,,,,,
C01281,,,,,,,,,,
C01282,,,,,,,,,,
C01283,map00521,map01130,,,,,,,,
C01284,map00562,map01100,map04070,,,,,,,
C01285,,,,,,,,,,
C01286,,,,,,,,,,
C01288,,,,,,,,,,
C01289,,,,,,,,,,
C01290,map00600,map01100,,,,,,,,
C01291,map00281,,,,,,,,,
C01292,,,,,,,,,,
C01293,,,,,,,,,,
C01294,map00521,map01130,,,,,,,,
C01295,,,,,,,,,,
C01297,,,,,,,,,,
C01298,map00521,map01130,,,,,,,,
C01299,,,,,,,,,,
C01300,map00790,map01100,,,,,,,,
C01301,map00120,map01100,,,,,,,,
C01302,map00400,map01100,map01110,map01130,map01230,,,,,
C01304,map00740,map00790,map01100,map01110,,,,,,
C01306,,,,,,,,,,
C01308,,,,,,,,,,
C01310,,,,,,,,,,
C01311,,,,,,,,,,
C01312,map00590,map01100,map04024,map04080,map04270,map04370,map04611,,,
C01313,,,,,,,,,,
C01314,,,,,,,,,,
C01315,,,,,,,,,,
C01316,,,,,,,,,,
C01319,,,,,,,,,,
C01321,,,,,,,,,,
C01322,map00480,,,,,,,,,
C01324,,,,,,,,,,
C01326,map00460,map01100,map01110,,,,,,,
C01327,map04742,map04974,,,,,,,,
C01328,,,,,,,,,,
C01329,,,,,,,,,,
C01330,map02010,map04020,map04024,map04260,map04261,map04371,map04713,map04720,map04723,map04724
C01334,,,,,,,,,,
C01335,,,,,,,,,,
C01336,,,,,,,,,,
C01337,,,,,,,,,,
C01341,,,,,,,,,,
C01342,map05120,,,,,,,,,
C01343,,,,,,,,,,
C01344,map00230,,,,,,,,,
C01345,map00230,,,,,,,,,
C01346,map00240,map01100,,,,,,,,
C01347,,,,,,,,,,
C01348,,,,,,,,,,
C01349,,,,,,,,,,
C01352,map00740,map01100,map04714,,,,,,,
C01353,map04964,map04966,map04970,map04971,map04972,map04976,,,,
C01355,map00051,map04973,,,,,,,,
C01356,,,,,,,,,,
C01358,map04964,,,,,,,,,
C01359,,,,,,,,,,
C01362,,,,,,,,,,
C01365,,,,,,,,,,
C01367,map00230,,,,,,,,,
C01368,map00240,,,,,,,,,
C01370,,,,,,,,,,
C01371,map00071,map00073,map01110,,,,,,,
C01372,,,,,,,,,,
C01375,map01052,,,,,,,,,
C01378,map00941,,,,,,,,,
C01380,map00625,map00630,map01100,map01120,,,,,,
C01382,map05320,,,,,,,,,
