,X.1,X,CID,Inchikey,SID,KEGGID,Name,Name_1,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,Class
173,172,297,4456,ALWKGYPQUAPLQC-UHFFFAOYSA-N,9467,C07258,Neostigmine,,,,,,,,Benzenoids
174,173,298,978,ALYNCZNDIQEVRV-UHFFFAOYSA-N,3847,C00568,4-Aminobenzoate,ABEE,map00627,map00790,map01061,map01100,map01120,,Benzenoids
175,174,304,21330,AMEKQAFGQBKLKX-UHFFFAOYSA-N,13139,C10956,Oxycarboxin,,,,,,,,Benzenoids
176,175,306,15284,AMFGWXWBFGVCKG-UHFFFAOYSA-N,17395511,C14511,Bisphenol A glycidylmethacrylate,Bis-GMA,,,,,,,Benzenoids
177,176,310,10163,AMIDUPFSOUCLQB-UHFFFAOYSA-N,12555,C10369,Lucidin,,,,,,,,Benzenoids
178,177,331,9477,ANIAQSUBRGXWLS-UHFFFAOYSA-N,124489690,C19018,Trichloronat,,,,,,,,Benzenoids
179,178,370,237655,APBIVLKQBBISBA-UHFFFAOYSA-N,17395899,C14901,"1-Methyl-6-(1,2,3,4-tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone",,,,,,,,Benzenoids
180,179,417,173699,AQTKGZASUQVMEJ-UHFFFAOYSA-N,4775,C01624,Vermelone,"3,4-Dihydro-3,8-dihydroxy-1(2H)-naphthalenone",,,,,,,Benzenoids
181,180,470,15564,ASVDRLYVNFOSCI-UHFFFAOYSA-N,124490123,C19451,6-Methylchrysene,,,,,,,,Benzenoids
182,181,502,9570290,ATROHALUCMTWTB-WYMLVPIESA-N,124489431,C18757,Phoxim,,,,,,,,Benzenoids
183,182,550,6453821,AVHHNFHLLZCWFH-UHFFFAOYSA-N,17395471,C14471,"4-Hydroxy-2,2',4',5,5'-pentachlorobiphenyl","2,2',4',5,5'-Pentachloro-4-biphenylol",,,,,,,Benzenoids
184,183,559,7726,AVPYQKSLYISFPO-UHFFFAOYSA-N,8874,C06648,4-Chlorobenzaldehyde,,,,,,,,Benzenoids
185,184,565,43218,AVURWLKSFZBANQ-UHFFFAOYSA-N,13227,C11044,"2,2',4,4',5-Pentachlorodiphenyl ether","1,2,4-Trichloro-5-(2,4-dichlorophenoxy)benzene",,,,,,,Benzenoids
186,185,570,7262,AVYGCQXNNJPXSS-UHFFFAOYSA-N,17395711,C14712,"2,5-Dichloroaniline","1-Amino-2,5-dichlorobenzene",,,,,,,Benzenoids
187,186,601,443035,AWUHASQZSYOAQH-UHFFFAOYSA-N,13134,C10951,"N-(4-Chloro-3-methyl-5-isothiazolyl)-N-methyl-2-[p-[(alpha,alpha,alpha-trifluoro-p-tolyl)oxy]phenyl]acetamide",ITOPA,,,,,,,Benzenoids
188,187,605,28292,AWZOLILCOUMRDG-UHFFFAOYSA-N,17395436,C14436,Edifenphos,EDDP,,,,,,,Benzenoids
189,188,610,12447,AXDJCCTWPBKUKL-UHFFFAOYSA-N,124489924,C19252,Magenta,Fuchsin,,,,,,,Benzenoids
190,189,650,65,AYNPIRVEWMUJDE-UHFFFAOYSA-N,8826,C06600,"2,5-Dichlorohydroquinone","2,5-Dichloro-1,4-benzenediol",map00361,map01100,map01120,,,,Benzenoids
191,190,663,32876,AZFKQCNGMSSWDS-UHFFFAOYSA-N,124489415,C18741,MCPA-thioethyl,,,,,,,,Benzenoids
192,191,686,195788,BAAGPGLSSCBBBB-UHFFFAOYSA-N,124489517,C18843,R1128D,,,,,,,,Benzenoids
193,192,691,39985,BACHBFVBHLGWSL-UHFFFAOYSA-N,13204,C11021,Diclofop methyl,,,,,,,,Benzenoids
194,193,702,70698143,BANPEMKDTXIFRE-LQPBRMSDSA-N,163311801,C17453,Paeoniflorigenone,,,,,,,,Benzenoids
195,194,710,442756,BATFHSIVMJJJAF-UHFFFAOYSA-N,12562,C10376,Morindone,"1,2,5-Trihydroxy-6-methyl-9,10-anthracenedione",,,,,,,Benzenoids
196,195,731,135538,BBJOGQWGYPHPCA-UHFFFAOYSA-N,6707,C03994,4-Hydroxymethylphenylhydrazine,,,,,,,,Benzenoids
197,196,738,6683,BBNQQADTFFCFGB-UHFFFAOYSA-N,12581,C10395,Purpurin,,,,,,,,Benzenoids
198,197,740,146460,BBOUFHMHCBZYJJ-NSHDSACASA-N,17395545,C14545,(S)-Indenestrol A,,,,,,,,Benzenoids
199,198,750,9973,BBYDXOIZLAWGSL-UHFFFAOYSA-N,5413,C02371,4-Fluorobenzoate,4-Fluorobenzoic acid,map00364,map01100,map01120,map01220,,,Benzenoids
200,199,760,168114,BCIWKKMTBRYQJU-INIZCTEOSA-N,96023841,C17495,[8]-Gingerol,(8)-Gingerol,,,,,,,Benzenoids
201,200,815,441319,BEUONYFZDLXHIB-AAEUAGOBSA-N,9923,C07721,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",,map00624,map01120,,,,,Benzenoids
202,201,821,177901,BFEKLMSBXGRXSD-UHFFFAOYSA-N,17395374,C14374,"4-Hydroxy-2,2',3',4',6'-pentachlorobiphenyl","2,2',3',4',6'-Pentachloro-4-biphenylol",,,,,,,Benzenoids
203,202,880,51556,BGZZWXTVIYUUEY-UHFFFAOYSA-N,124489410,C18736,Fomesafen,,,,,,,,Benzenoids
204,203,881,7732,BHAAPTBBJKJZER-UHFFFAOYSA-N,124489998,C19326,para-Anisidine,1-Amino-4-methoxybenzene,,,,,,,Benzenoids
205,204,911,51043,BHWVLZJTVIYLIV-UHFFFAOYSA-N,96024331,C18114,"3,4,4',5-Tetrachlorobiphenyl",PCB 81,map00621,,,,,,Benzenoids
206,205,927,200104,BINXAIIXOUQUKC-UIPNDDLNSA-N,17396648,C15659,TMC 126,UIC 94003,map07218,,,,,,Benzenoids
207,206,930,32321,BIQOEDQVNIYWPQ-UHFFFAOYSA-N,124489722,C19050,Delachlor,,,,,,,,Benzenoids
208,207,933,53297395,BITLBWAPSKBLOM-UWPRAYNDSA-N,124489355,C18681,C1'-C9-Glycosylated UWM6,,map01057,map01130,,,,,Benzenoids
209,208,936,9845244,BIUULCNWWFDCPG-UHFFFAOYSA-N,96024140,C17917,Coixinden B,,,,,,,,Benzenoids
210,209,961,853433,BJIOGJUNALELMI-ONEGZZNKSA-N,12652,C10469,Isoeugenol,,map00940,,,,,,Benzenoids
211,210,970,8343,BJQHLKABXJIVAM-UHFFFAOYSA-N,6464,C03690,Bis(2-ethylhexyl)phthalate,Di(2-ethylhexyl)phthalate,,,,,,,Benzenoids
212,211,1007,2337,BLFLLBZGZJTVJG-UHFFFAOYSA-N,9730,C07527,Benzocaine,Ethyl aminobenzoate,,,,,,,Benzenoids
213,212,1028,1598,BLZVCIGGICSWIG-UHFFFAOYSA-N,172232418,C20698,2-Aminoethyl diphenylborinate,2-APB,map04750,,,,,,Benzenoids
214,213,1032,8717,BMIPMKQAAJKBKP-UHFFFAOYSA-N,124490211,C19539,"2,4,5-Trimethylaniline",,,,,,,,Benzenoids
215,214,1051,174864,BMYGDZTYQFCHKI-UHFFFAOYSA-N,12509,C10323,Cypripedin,,,,,,,,Benzenoids
216,215,1061,54675753,BNNVVTQUWNGKPH-ZROIWOOFSA-N,5102,C02006,Aspulvinone E,(5Z)-4-Hydroxy-3-(4-hydroxyphenyl)-5-[(4-hydroxyphenyl)methylene]-2(5H)-furanone,,,,,,,Benzenoids
217,216,1121,51075,BQENMISTWGTJIJ-UHFFFAOYSA-N,17395365,C14365,"2,3,3',4,5-Pentachlorobiphenyl",PCB 106,,,,,,,Benzenoids
218,217,1200,4380,BTFHLQRNAMSNLC-UHFFFAOYSA-N,13850,C11685,Clorgyline,,,,,,,,Benzenoids
219,218,1201,10722,BTFQKIATRPGRBS-UHFFFAOYSA-N,9423,C07214,2-Methylbenzaldehyde,o-Toluic aldehyde,map00622,map01100,map01120,map01220,,,Benzenoids
220,219,1205,980,BTJIUGUIPKRLHP-UHFFFAOYSA-N,4127,C00870,4-Nitrophenol,p-Nitrophenol,map00627,map01120,,,,,Benzenoids
221,220,1210,91653,BTORSXCJJIWNIS-UHFFFAOYSA-N,7847003,C14193,"2,5-Dichloro-4'-biphenylol","2',5'-Dichloro-(1,1'-biphenyl)-4-ol",,,,,,,Benzenoids
222,221,1232,46173998,BUPDVJFRVYWYEV-SGAFVUFDSA-N,96024099,C17780,Aloinoside B,,,,,,,,Benzenoids
223,222,1251,125,BVJSUAQZOZWCKN-UHFFFAOYSA-N,96023815,C17467,p-Hydroxybenzyl alcohol,4-Hydroxybenzyl alcohol,,,,,,,Benzenoids
224,223,1259,479500,BVRYLTBIGIAADD-MRXNPFEDSA-N,96023764,C17414,Isobutylshikonin,Isobutyrylshikonin,,,,,,,Benzenoids
225,224,1284,14945680,BWVRZRDHGKPOON-AATRIKPKSA-N,47205517,C16209,3-(2-Carboxyvinyl)naphthalene-2-carboxylic acid,,map00624,,,,,,Benzenoids
226,225,1298,7263,BXIXXXYDDJVHDL-UHFFFAOYSA-N,124489879,C19207,4-Chloro-ortho-phenylenediamine,"4-Chloro-1,2-benzenediamine",,,,,,,Benzenoids
227,226,1301,134024,BXLGPMDGOMEFBX-UHFFFAOYSA-N,582761,C12371,Tetracenomycin A2,,map01057,map01130,,,,,Benzenoids
228,227,1313,442164,BXWVSGUITWLTOD-CABCVRRESA-N,11524,C09333,Amurensine,,,,,,,,Benzenoids
229,228,1334,80103,BYQWRZGQEZAOPQ-UHFFFAOYSA-N,12477,C10291,Alizarin 2-methyl ether,1-Hydroxy-2-methoxyanthraquinone,,,,,,,Benzenoids
230,229,1402,7814,CBCKQZAAMUWICA-UHFFFAOYSA-N,124490171,C19499,para-Phenylenediamine,"1,4-Benzenediamine",,,,,,,Benzenoids
231,230,1416,123861,CBPBJKQTVKFOOQ-UHFFFAOYSA-N,586347,C13761,CGP 28-392,CGP 28 392,,,,,,,Benzenoids
232,231,1447,440184,CDAHFUWPMGXLON-UHFFFAOYSA-N,6703,C03987,3-Iodo-4-hydroxyphenylpyruvate,,,,,,,,Benzenoids
233,232,1460,7610,CDGNLUSBENXDGG-UHFFFAOYSA-N,124490048,C19376,meta-Cresidine,m-Cresidine,,,,,,,Benzenoids
234,233,1464,8797,CDJJKTLOZJAGIZ-UHFFFAOYSA-N,5064,C01963,Tolylacetate,p-Cresyl acetate,,,,,,,Benzenoids
235,234,1508,1732,CFKMVGJGLGKFKI-UHFFFAOYSA-N,17395331,C14331,4-Chloro-m-cresol,4-Chloro-3-methylphenol,,,,,,,Benzenoids
236,235,1517,11954030,CFWDRXXJJXLZOZ-GFCCVEGCSA-N,17395543,C14543,(R)-5-Deoxyindenestrol,,,,,,,,Benzenoids
237,236,1538,1245,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,7910,C05584,3-Methoxy-4-hydroxymandelate,Vanillylmandelic acid,map00350,map01100,,,,,Benzenoids
238,237,1545,17532,CHBOSHOWERDCMH-UHFFFAOYSA-N,8864,C06638,"1-Chloro-2,2-bis(4'-chlorophenyl)ethane",DDMS,,,,,,,Benzenoids
239,238,1570,86296,CIFWZNRJIBNXRE-UHFFFAOYSA-N,13102,C10919,Mepanipyrim,,,,,,,,Benzenoids
240,239,1591,9718,CIZVQWNPBGYCGK-UHFFFAOYSA-N,163312024,C20284,Benzenediazonium,Benzenediazonium ion,map05204,,,,,,Benzenoids
241,240,1610,5324346,CJOFXWAVKWHTFT-XSFVSMFZSA-N,9774,C07571,Fluvoxamine,,,,,,,,Benzenoids
242,241,1611,9543058,CJOXQEXJXBLWDP-UHFFFAOYSA-N,47205700,C16402,"2,4-Dihydroxylamino-6-nitrotoluene",,map00633,map01120,,,,,Benzenoids
243,242,1640,6023583,CKPCAYZTYMHQEX-JXAWBTAJSA-N,124489478,C18804,Pyrifenox,,,,,,,,Benzenoids
244,243,1680,20161,CMHMMKSPYOOVGI-UHFFFAOYSA-N,163312081,C20343,Isopropylparaben,Isopropyl 4-hydroxybenzoate,,,,,,,Benzenoids
245,244,1708,23682187,CNILNQMBAHKMFS-UHFFFAOYSA-M,124489479,C18805,Pyrithiobac-sodium,Pyrithiobac sodium,,,,,,,Benzenoids
246,245,1760,77093,CPEXFJVZFNYXGU-UHFFFAOYSA-N,8592,C06356,"2,4,6-Trihydroxybenzophenone","Phenyl(2,4,6-trihydroxyphenyl)-methanone",,,,,,,Benzenoids
247,246,1763,4754,CPJSUEIXXCENMM-UHFFFAOYSA-N,9793,C07591,Phenacetin,Acetophenetidin,,,,,,,Benzenoids
248,247,1770,4915,CPTBDICYNRMXFX-UHFFFAOYSA-N,9606,C07402,Procarbazine,,,,,,,,Benzenoids
249,248,1843,205912,CSHZYWUPJWVTMQ-UHFFFAOYSA-N,124489017,C18343,4-n-Butylresorcinol,Rucinol (TN),,,,,,,Benzenoids
250,249,1890,11769,CUARLQDWYSRQDF-UHFFFAOYSA-N,124489941,C19269,5-Nitroacenaphthene,,,,,,,,Benzenoids
251,250,1935,17563,CVQODEWAPZVVBU-UHFFFAOYSA-N,124489445,C18771,XMC,"3,5-Xylyl methylcarbamate",,,,,,,Benzenoids
252,251,1940,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,9694,C07491,Carbaryl,Carbaril,,,,,,,Benzenoids
253,252,1964,3884,CWPGNVFCJOPXFB-UHFFFAOYSA-N,12552,C10366,Lapachol,,,,,,,,Benzenoids
254,253,2050,5897,CZIHNRWJTSTCEX-UHFFFAOYSA-N,5729,C02778,2-Acetamidofluorene,N-2-Fluorenylacetamide,,,,,,,Benzenoids
255,254,2070,164480,CZWUUOGKBHOBEC-YPMHNXCESA-N,47205570,C16262,"1-Hydro-1,1a-dihydroxy-9-fluorenone",,map00624,map01100,map01120,,,,Benzenoids
256,255,2073,9543226,DAAYGLKRMDTNSS-UHFFFAOYSA-N,47205697,C16399,"2,4-Diamino-6-hydroxylaminotoluene",,map00633,map01120,,,,,Benzenoids
257,256,2098,4911,DBABZHXKTCFAPX-UHFFFAOYSA-N,9576,C07372,Probenecid,,,,,,,,Benzenoids
258,257,2110,443794,DBIXWBXNZRHOIB-KAFSRPFYSA-N,582772,C12382,4-Demethylpremithramycinone,,map01057,map01130,,,,,Benzenoids
259,258,2175,54704425,DDJMTYQKHHPPOP-QPJJXVBHSA-N,14239,C12090,Methylstyrylpyron,,,,,,,,Benzenoids
260,259,2200,641637,DEDGUGJNLNLJSR-VURMDHGXSA-N,5719,C02763,2-Hydroxy-3-phenylpropenoate,enol-Phenylpyruvate,map00360,,,,,,Benzenoids
261,260,2210,36022,DEMKYMVOIBWYAM-UHFFFAOYSA-N,6382,C03591,5-Chloro-3-methylcatechol,,,,,,,,Benzenoids
262,261,2290,656868,DHOOIOZYXOGWHB-ONGXEEELSA-N,854319,C14083,"cis-1,2-Dihydroxy-1,2-dihydro-8-methylnaphthalene",,map00626,map01120,map01220,,,,Benzenoids
263,262,2311,10068142,DIOGFDCEWUUSBQ-UHFFFAOYSA-N,51090933,C16607,Citalopram N-oxide,,map00982,,,,,,Benzenoids
264,263,2437,443225,DNFSFEQXKIEZMZ-UHFFFAOYSA-N,13653,C11483,MEGA,,,,,,,,Benzenoids
265,264,2470,3026,DOIRQSBPFJWKBE-UHFFFAOYSA-N,7847024,C14214,Dibutyl phthalate,Di-n-butyl phthalate,,,,,,,Benzenoids
266,265,2580,17516,DTAPQAJKAFRNJB-UHFFFAOYSA-N,124489628,C18956,Promecarb,,,,,,,,Benzenoids
267,266,2586,177863,DTDSAWVUFPGDMX-UHFFFAOYSA-N,124489227,C18553,Spirodiclofen,,,,,,,,Benzenoids
268,267,2635,87317,DUMQPTRUYCCSEZ-UHFFFAOYSA-N,13023,C10840,Zinniol,,,,,,,,Benzenoids
269,268,2670,71225,DWAWDSVKAUWFHC-UHFFFAOYSA-N,854014,C13766,Emopamil,,,,,,,,Benzenoids
270,269,2680,62758,DWMAJXVIIUYYOH-UHFFFAOYSA-N,124490079,C19407,"1,4-Dimethylphenanthrene",,,,,,,,Benzenoids
271,270,2744,5610,DZGWFCGJZKJUFP-UHFFFAOYSA-N,3766,C00483,Tyramine,2-(p-Hydroxyphenyl)ethylamine,map00350,map00680,map00950,map01060,map01063,map01110,Benzenoids
272,271,2787,12005,FAXWFCTVSHEODL-UHFFFAOYSA-N,17395521,C14521,"2,4-Dibromophenol",,,,,,,,Benzenoids
273,272,2844,33294,FCOAHACKGGIURQ-UHFFFAOYSA-N,17396227,C15230,Iprobenfos,IBP,,,,,,,Benzenoids
274,273,2881,11294,FDZZZRQASAIRJF-UHFFFAOYSA-M,124489041,C18367,Malachite green,,,,,,,,Benzenoids
275,274,3000,11390,FITZJYAVATZPMJ-UHFFFAOYSA-N,47205502,C16194,"2,6-Naphthalenedisulfonic acid",,map00626,,,,,,Benzenoids
276,275,3020,443819,FJSYXNOFZQFOAN-FXPMUEKOSA-N,582803,C12413,Urdamycin A,Kerriamycin B,map01057,map01130,,,,,Benzenoids
277,276,3032,92383,FKERUJTUOYLBKB-UHFFFAOYSA-N,124489230,C18556,Pyrazoxyfen,,,,,,,,Benzenoids
278,277,3040,55717,FKLJPTJMIBLJAV-UHFFFAOYSA-N,8727,C06496,Compound IV,"5-(7-(4-(4,5-Dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",,,,,,,Benzenoids
279,278,3070,60991,FMGUJLASXUBMOP-UHFFFAOYSA-N,124490124,C19452,"N-Methyl-N,4-dinitrosoaniline","N,4-Dinitrosomethylaniline",,,,,,,Benzenoids
280,279,3090,12636,FNAAOMSRAVKQGQ-UHFFFAOYSA-N,124489622,C18950,Carbanolate,,,,,,,,Benzenoids
281,280,3140,11369,FOYHNROGBXVLLX-UHFFFAOYSA-N,13184,C11001,"2,6-Diethylaniline",DEA,,,,,,,Benzenoids
282,281,3200,119498,FRFLVNQIJSMVHI-UHFFFAOYSA-N,13304,C11122,DTP,"(2,4-Dichlorophenyl)(5-hydroxy-1,3-dimethyl-1H-pyrazol-4-yl)methanone",,,,,,,Benzenoids
283,282,3250,92350,FTCOKXNKPOUEFH-UHFFFAOYSA-N,124489593,C18921,Myclozolin,,,,,,,,Benzenoids
284,283,3256,122294,FTNICLJXPYLDAH-GOTSBHOMSA-N,854171,C13927,Argiotoxin 636,Argiopin,,,,,,,Benzenoids
285,284,3279,208910,FULAPETWGIGNMT-UHFFFAOYSA-N,124489037,C18363,Firocoxib,,,,,,,,Benzenoids
286,285,3396,25104578,FYLGFULJHQBNJO-UHFFFAOYSA-N,254741443,C20984,3-Linalylflaviolin,,,,,,,,Benzenoids
287,286,3400,12341793,FYQILXMAOLDNOY-JXFKEZNVSA-N,51090986,C16662,"L-alpha-Acetyl-N,N-dinormethadol",dinor-LAAM,map00982,,,,,,Benzenoids
288,287,3447,5284369,GABQNAFEZZDSCM-RMKNXTFCSA-N,124490046,C19374,Cinnamyl anthranilate,,,,,,,,Benzenoids
289,288,3511,443130,GCUOGPZRDRUOAP-UHFFFAOYSA-N,13511,C11336,Mersalyl acid,,,,,,,,Benzenoids
290,289,3580,24798700,GGCPIKCAFSGNKM-UHFFFAOYSA-N,135626154,C19686,3-(1-Carboxyvinyloxy)anthranilate,2-Amino-3-[(1-carboxyethenyl)oxy]benzoate,map01059,map01130,,,,,Benzenoids
291,290,3597,36733,GGRLUNQHANDPSC-UHFFFAOYSA-N,124489627,C18955,Promacyl,,,,,,,,Benzenoids
292,291,3701,135398696,GLNOCHFLWSMEDS-UHFFFAOYSA-N,6483,C03717,Oxidized Renilla luciferin,Coelenteramide h,,,,,,,Benzenoids
293,292,3760,6806,GNOGSFBXBWBTIG-UHFFFAOYSA-N,7846976,C14164,Acetrizoic acid,,,,,,,,Benzenoids
294,293,3770,86268,GNVDAZSPJWCIQZ-UHFFFAOYSA-N,124489195,C18521,Flusulfamide,,,,,,,,Benzenoids
295,294,3823,7418,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,9420,C07211,m-Methylbenzoate,m-Toluic Acid,map00622,map01100,map01120,map01220,,,Benzenoids
296,295,3838,9570291,GQKRUMZWUHSLJF-NTCAYCPXSA-N,124489641,C18969,Chlorphoxim,,,,,,,,Benzenoids
297,296,3850,636708,GQYBCIHRWMPOOF-YVMONPNESA-N,7728,C05350,2-Hydroxy-3-(4-hydroxyphenyl)propenoate,4-Hydroxy-enol-phenylpyruvate,map00350,,,,,,Benzenoids
298,297,4028,51031024,GXZRNSVPVOEPLF-CYBMUJFWSA-N,124489356,C18682,11-Deoxylandomycinone,,map01057,map01130,,,,,Benzenoids
299,298,4054,7808,GZFGOTFRPZRKDS-UHFFFAOYSA-N,17395453,C14453,4-Bromophenol,,map00980,,,,,,Benzenoids
300,299,4100,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,17395321,C14321,Benzo[k]fluoranthene,"11,12-Benzofluoranthene",,,,,,,Benzenoids
301,300,4111,96009,HBMCQTHGYMTCOF-UHFFFAOYSA-N,586252,C13636,4-Hydroxyphenyl acetate,,map00363,map01100,map01120,,,,Benzenoids
302,301,4127,11279,HCJMNOSIAGSZBM-UHFFFAOYSA-N,5630,C02657,6-Methylsalicylate,6-Methylsalicylic acid,map01059,map01130,,,,,Benzenoids
303,302,4165,13783,HDWLUGYOLUHEMN-UHFFFAOYSA-N,124489395,C18721,Dinobuton,,,,,,,,Benzenoids
304,303,4204,40087,HFCYZXMHUIHAQI-UHFFFAOYSA-N,124489486,C18812,Thidiazuron,,,,,,,,Benzenoids
305,304,4244,23844017,HGVAHYJMDVROLE-UHFFFAOYSA-N,254741239,C20772,3-[(1-Carboxyvinyl)oxy]benzoate,3-[(1-Carboxyethenyl)oxy]benzoic acid,map00130,map01110,,,,,Benzenoids
306,305,4258,70820,HHFXDKAXCKUSIV-UHFFFAOYSA-N,17395371,C14371,"4-Hydroxy-3,5-dichlorobiphenyl","3,5-Dichloro-4-hydroxybiphenyl",,,,,,,Benzenoids
307,306,4340,146495,HJVFIQKBLPQQDY-OAHLLOKOSA-N,17395548,C14548,(R)-Indenestrol B,,,,,,,,Benzenoids
308,307,4350,46173941,HKFHKFTYNQVIHQ-MDWZMJQESA-N,96023904,C17559,3-Polyprenyl-4-hydroxy-5-methoxybenzoate,,map00130,map01100,map01110,,,,Benzenoids
309,308,4365,31677,HKPHPIREJKHECO-UHFFFAOYSA-N,13114,C10931,Butachlor,,,,,,,,Benzenoids
310,309,4473,440104,HOOOPXDSCKBLFG-MRVPVSSYSA-N,6505,C03742,(S)-4-Hydroxymandelonitrile,,map00460,map01110,,,,,Benzenoids
311,310,4480,3772977,HORQAOAYAYGIBM-UHFFFAOYSA-N,13460,C11283,"2,4-Dinitrophenylhydrazine",,,,,,,,Benzenoids
312,311,4516,11860,HQCHAOKWWKLXQH-UHFFFAOYSA-N,124490071,C19399,"2,6-Dichloro-para-phenylenediamine","2,6-Dichloro-1,4-benzenediamine",,,,,,,Benzenoids
313,312,4621,3059,HUPFGZXOMWLGNK-UHFFFAOYSA-N,4832,C01691,Diflunisal,,,,,,,,Benzenoids
314,313,4650,69469,HWAQOZGATRIYQG-UHFFFAOYSA-N,5300,C02236,4-Sulfobenzoate,4-Sulfobenzoic acid,map00623,map01120,map01220,,,,Benzenoids
315,314,4780,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,13226,C11043,Methoxychlor,,,,,,,,Benzenoids
316,315,4810,7543,IBOFVQJTBBUKMU-UHFFFAOYSA-N,13182,C10999,"4,4'-Methylene-bis-(2-chloroaniline)",Methylenebis(chloroaniline),,,,,,,Benzenoids
317,316,4860,53297359,IDEZUESUWKFILV-UHFFFAOYSA-N,582812,C12422,Methyl aklanonate,Aklanonic acid methyl ester,map01057,map01130,,,,,Benzenoids
318,317,4890,5578,IEDVJHCEMCRBQM-UHFFFAOYSA-N,5066,C01965,Trimethoprim,,,,,,,,Benzenoids
319,318,4891,37182,IEEJAAUSLQCGJH-UHFFFAOYSA-N,47205693,C16395,"2-Amino-4,6-dinitrotoluene",,map00633,map01120,,,,,Benzenoids
320,319,4930,1752,IGFHQQFPSIBGKE-UHFFFAOYSA-N,17395550,C14550,4-n-Nonylphenol,4-Nonylphenol,,,,,,,Benzenoids
321,320,4958,67136,IHJCXVZDYSXXFT-UHFFFAOYSA-N,9663,C07460,Chloraminophenamide,"4-Amino-6-chloro-1,3-benzenedisulfonamide",,,,,,,Benzenoids
322,321,4983,6623,IISBACLAFKSPIT-UHFFFAOYSA-N,586242,C13624,Bisphenol A,"2,2-Bis(4-Hydroxyphenyl)propane",map00363,map01100,map01120,,,,Benzenoids
323,322,5071,7541,IMHBYKMAHXWHRP-UHFFFAOYSA-N,124489607,C18935,Anilazine,,,,,,,,Benzenoids
324,323,5142,33572,IOVGROKTTNBUGK-SJCJKPOMSA-N,9448,C07239,Ritodrine,,,,,,,,Benzenoids
325,324,5160,443790,IPQJRJBZGLDTMW-UHFFFAOYSA-N,582768,C12378,Tetracenomycin B2,8-Demethyltetracenomycin A2,map01057,map01130,,,,,Benzenoids
326,325,5163,73111,IPQVTOJGNYVQEO-KGFNBKMBSA-N,12590,C10404,Sennoside A,,,,,,,,Benzenoids
327,326,5180,11313,IQFVPQOLBLOTPF-UHFFFAOYSA-L,854315,C14078,Congo red,Direct red 28,,,,,,,Benzenoids
328,327,5190,17733,IQPIBKBOFOVHBP-UHFFFAOYSA-N,17395481,C14481,1-Hydroxy-2-acetamidofluorene,1-Hydroxy-N-2-fluorenylacetamide,,,,,,,Benzenoids
329,328,5220,9543286,IRYBKFGKUNZRSI-UHFFFAOYSA-N,103061449,C18267,"Pyrene-1,2-oxide",,map00624,map01120,,,,,Benzenoids
330,329,5230,8814,ISAVYTVYFVQUDY-UHFFFAOYSA-N,7847015,C14205,4-tert-Octylphenol,4-t-Octylphenol,,,,,,,Benzenoids
331,330,5231,656877,ISBMHLUJIIODOL-WDEREUQCSA-N,854338,C14102,"cis-1,2-Dihydroxy-1,2-dihydro-7-methylnaphthalene",,map00626,map01120,,,,,Benzenoids
332,331,5282,4171,IUBSYMUCCVWXPE-UHFFFAOYSA-N,9411,C07202,Metoprolol,,,,,,,,Benzenoids
333,332,5300,11262655,IUOKJNROJISWRO-UHFFFAOYSA-N,124489193,C18519,Fenoxanil,,,,,,,,Benzenoids
334,333,5381,443765,IXVSXZQERGYQTA-UHFFFAOYSA-N,582715,C12325,"3,5-Dihydroxyphenylglyoxylate","2-(3,5-Dihydroxyphenyl)-2-oxoacetate",map01055,map01130,,,,,Benzenoids
335,334,5410,36342,IYZWUWBAFUBNCH-UHFFFAOYSA-N,17395355,C14355,"2,6-Dichlorobiphenyl",PCB 10,,,,,,,Benzenoids
336,335,5420,76738,IZLVFLOBTPURLP-UHFFFAOYSA-N,96023739,C17386,2-Methoxy-4-nitrophenol,4-Nitroguaiacol,,,,,,,Benzenoids
337,336,5430,992,IZUPBVBPLAPZRR-UHFFFAOYSA-N,5570,C02575,Pentachlorophenol,PCP,map00361,map01100,map01120,,,,Benzenoids
338,337,5460,7057,JBIJLHTVPXGSAM-UHFFFAOYSA-N,5292,C02227,2-Naphthylamine,2-Naphthalenamine,,,,,,,Benzenoids
339,338,5500,10311,JCYZMTMYPZHVBF-UHFFFAOYSA-N,10202,C08001,Melarsoprol,,,,,,,,Benzenoids
340,339,5560,7505,JFDZBHWFFUWGJE-UHFFFAOYSA-N,12002,C09814,Benzonitrile,Phenyl cyanide,map00627,map01120,,,,,Benzenoids
341,340,5583,23611,JFZHPFOXAAIUMB-UHFFFAOYSA-N,9702,C07499,Phenylethylmalonamide,2-Phenyl-2-ethylmalondiamide,map07033,,,,,,Benzenoids
